Region,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Amhara,Finote Selam,2015-01-01,37.65,58.0,17.0,43.7,,6.03,2.07,7.64,77.3,1.21,2.67,2.4,106.0,Unhealthy for Sensitive Groups,11.5,49.9,1.113,1.14,2.06,143.6
Amhara,Finote Selam,2015-02-01,19.89,85.74,25.92,,59.66,5.89,2.3,9.56,45.04,0.99,2.65,2.07,67.0,Moderate,8.0,34.4,1.236,0.64,2.08,143.3
Amhara,Finote Selam,2015-03-01,21.28,101.66,25.92,28.5,44.07,11.06,2.36,12.53,76.66,,8.36,0.37,70.0,Moderate,16.1,42.3,1.138,1.33,1.98,143.3
Amhara,Finote Selam,2015-04-01,38.7,41.29,30.34,43.67,41.52,13.4,1.28,10.75,87.63,0.51,2.11,1.44,109.0,Unhealthy for Sensitive Groups,6.1,56.6,1.269,0.04,2.07,143.2
Amhara,Finote Selam,2015-05-01,13.99,32.72,14.16,17.04,48.19,11.84,1.38,3.44,71.71,1.24,1.31,1.41,55.0,Moderate,10.9,45.0,1.142,1.13,2.08,143.2
Amhara,Finote Selam,2015-06-01,17.81,,11.18,11.38,23.34,7.37,0.93,4.88,32.46,1.14,4.52,1.03,63.0,Moderate,9.7,66.6,1.215,2.12,2.04,143.9
Amhara,Finote Selam,2015-07-01,15.95,18.24,7.62,16.32,14.04,5.21,,3.59,25.39,0.58,2.18,0.61,59.0,Moderate,14.6,93.3,1.158,1.72,2.03,143.5
Amhara,Finote Selam,2015-08-01,6.79,13.49,9.52,10.36,6.43,3.95,0.82,2.5,38.67,0.32,2.51,0.7,28.0,Good,8.2,78.3,1.227,2.32,2.08,143.7
Amhara,Finote Selam,2015-09-01,14.63,41.35,9.0,21.26,22.02,4.93,1.42,5.28,32.99,0.54,3.98,0.14,56.0,Moderate,5.2,72.7,1.14,3.32,1.98,143.4
Amhara,Finote Selam,2015-10-01,10.26,45.53,19.01,20.81,19.36,8.54,1.15,4.94,51.19,0.72,1.8,1.3,43.0,Good,10.0,50.2,1.2,2.01,2.08,143.3
Amhara,Finote Selam,2015-11-01,23.61,51.02,13.52,35.41,35.78,4.48,0.99,8.52,40.61,1.07,6.81,2.1,75.0,Moderate,8.5,43.0,1.25,1.56,2.01,143.4
Amhara,Finote Selam,2015-12-01,32.75,35.69,17.3,24.28,16.11,4.56,1.51,10.16,55.51,1.51,1.96,1.51,94.0,Moderate,9.4,36.2,1.189,1.85,1.99,143.9
Amhara,Finote Selam,2016-01-01,,78.07,31.59,40.17,38.29,14.36,2.2,14.04,60.99,0.7,8.9,1.95,,,5.9,46.6,1.274,1.44,2.07,146.9
Amhara,Finote Selam,2016-02-01,38.38,105.48,31.61,49.61,59.06,2.97,1.92,16.49,83.02,1.96,7.41,1.85,108.0,Unhealthy for Sensitive Groups,7.3,48.2,1.145,2.13,2.04,147.3
Amhara,Finote Selam,2016-03-01,27.12,59.99,24.28,21.69,22.08,5.56,1.33,12.15,78.85,1.98,5.66,0.29,83.0,Moderate,14.1,40.4,1.191,3.87,2.03,147.3
Amhara,Finote Selam,2016-04-01,17.35,,27.05,33.95,44.76,11.5,1.73,14.01,54.23,1.68,8.05,0.65,62.0,Moderate,7.0,57.5,1.228,1.8,2.02,146.7
Amhara,Finote Selam,2016-05-01,12.91,94.37,25.86,26.33,22.83,3.2,,8.14,52.29,1.68,6.44,2.18,53.0,Moderate,8.6,62.1,1.166,1.84,2.08,147.0
Amhara,Finote Selam,2016-06-01,22.94,64.24,6.48,20.57,16.74,11.17,0.6,6.47,21.61,0.53,,1.04,74.0,Moderate,10.5,78.9,1.265,0.76,2.03,146.8
Amhara,Finote Selam,2016-07-01,9.51,35.82,6.34,16.64,22.07,5.49,0.74,5.89,34.12,0.65,2.78,1.46,40.0,Good,12.0,82.3,1.109,-1.27,2.14,147.3
Amhara,Finote Selam,2016-08-01,8.79,9.51,8.77,8.96,16.02,0.5,0.44,,35.41,0.99,2.65,0.4,37.0,Good,10.7,80.3,1.221,2.71,2.02,146.9
Amhara,Finote Selam,2016-09-01,16.19,56.15,17.55,10.3,15.55,3.93,1.05,7.42,40.27,1.0,3.62,1.09,60.0,Moderate,9.9,72.2,1.193,0.15,2.1,147.0
Amhara,Finote Selam,2016-10-01,25.43,75.45,23.46,14.98,34.28,11.84,0.47,6.76,37.05,1.11,2.42,2.01,79.0,Moderate,7.3,55.5,1.236,2.75,2.05,147.4
Amhara,Finote Selam,2016-11-01,11.78,78.15,17.17,21.03,50.98,10.82,1.51,11.92,41.62,1.62,4.11,0.31,49.0,Good,9.8,55.9,1.24,0.93,2.08,147.0
Amhara,Finote Selam,2016-12-01,,87.14,27.38,26.12,42.16,2.4,0.87,8.87,69.09,0.78,1.12,2.47,,,8.6,51.1,1.265,1.38,2.04,146.1
Amhara,Finote Selam,2017-01-01,38.45,81.14,33.08,19.12,38.99,2.71,1.08,14.11,35.86,1.98,2.15,1.96,108.0,Unhealthy for Sensitive Groups,10.3,53.9,1.163,1.69,2.2,150.4
Amhara,Finote Selam,2017-02-01,20.45,60.6,18.97,29.16,34.29,9.89,1.11,16.46,50.24,2.21,2.56,3.03,69.0,Moderate,13.4,49.7,1.146,1.72,2.15,150.8
Amhara,Finote Selam,2017-03-01,21.14,76.2,30.45,32.01,68.96,11.19,1.84,,55.75,1.36,4.99,0.72,70.0,Moderate,7.9,46.3,1.121,2.44,2.1,150.1
Amhara,Finote Selam,2017-04-01,13.24,79.31,17.02,28.4,57.36,,1.1,15.38,63.38,1.7,2.8,0.93,53.0,Moderate,14.9,38.0,1.184,1.75,2.12,150.6
Amhara,Finote Selam,2017-05-01,28.34,81.03,14.63,28.14,22.03,10.17,1.96,12.58,42.31,0.36,4.85,0.86,85.0,Moderate,13.5,64.7,1.155,0.61,2.15,150.7
Amhara,Finote Selam,2017-06-01,19.87,30.67,13.57,21.33,15.92,4.78,1.34,9.65,44.56,1.08,2.36,0.58,67.0,Moderate,8.9,80.1,1.174,2.48,2.09,151.1
Amhara,Finote Selam,2017-07-01,6.97,35.54,12.36,14.6,17.57,2.52,0.18,3.64,12.3,0.41,0.83,0.31,29.0,Good,5.0,92.1,1.219,1.12,2.13,150.7
Amhara,Finote Selam,2017-08-01,5.95,21.81,5.48,15.85,,4.37,0.96,4.11,36.49,0.87,1.99,0.29,25.0,Good,5.1,82.2,1.131,0.94,2.18,150.2
Amhara,Finote Selam,2017-09-01,9.12,,10.56,13.46,20.51,3.58,0.48,4.77,33.73,0.59,1.02,0.1,38.0,Good,5.5,75.5,1.178,1.02,2.16,150.6
Amhara,Finote Selam,2017-10-01,14.55,,22.32,21.43,34.86,2.04,0.73,9.42,61.48,1.33,6.47,1.76,56.0,Moderate,10.4,67.5,1.241,0.97,2.11,150.7
Amhara,Finote Selam,2017-11-01,35.22,,13.28,22.68,25.88,10.41,0.87,6.59,55.58,0.91,4.04,0.95,100.0,Moderate,6.6,46.0,1.168,2.44,2.08,150.3
Amhara,Finote Selam,2017-12-01,15.65,68.27,31.36,31.96,19.13,11.17,0.79,10.56,88.24,1.99,7.38,0.87,58.0,Moderate,10.5,52.4,1.153,0.62,2.18,150.0
Amhara,Finote Selam,2018-01-01,38.76,111.4,21.53,26.9,32.23,9.88,1.28,9.41,41.31,1.67,4.76,2.64,109.0,Unhealthy for Sensitive Groups,5.7,53.1,1.123,1.47,2.18,153.9
Amhara,Finote Selam,2018-02-01,44.74,61.72,20.96,33.91,53.79,11.26,0.97,16.17,42.42,0.36,4.22,2.53,124.0,Unhealthy for Sensitive Groups,8.9,50.8,1.202,1.92,2.17,153.9
Amhara,Finote Selam,2018-03-01,25.64,51.45,26.96,40.12,31.32,15.64,0.73,4.85,36.8,0.67,5.25,1.77,79.0,Moderate,8.7,45.6,1.176,3.75,2.16,153.5
Amhara,Finote Selam,2018-04-01,30.58,106.42,31.75,28.73,31.28,4.74,2.82,8.85,64.04,1.5,,2.75,90.0,Moderate,10.7,53.6,1.176,1.81,2.16,153.9
Amhara,Finote Selam,2018-05-01,36.52,45.26,9.99,,36.32,7.86,1.42,8.25,35.68,1.51,5.29,0.74,104.0,Unhealthy for Sensitive Groups,9.5,64.5,1.199,0.98,2.18,154.3
Amhara,Finote Selam,2018-06-01,25.18,50.06,12.58,28.41,47.41,3.05,1.3,4.32,45.07,0.27,3.03,1.34,79.0,Moderate,6.0,73.9,1.184,0.87,2.19,154.2
Amhara,Finote Selam,2018-07-01,18.32,14.16,13.78,18.44,26.18,4.65,0.5,5.48,18.34,0.79,2.79,0.6,64.0,Moderate,14.6,83.4,1.143,1.32,2.14,153.9
Amhara,Finote Selam,2018-08-01,11.96,30.87,14.06,11.0,25.64,4.07,0.71,3.25,27.4,0.44,3.37,0.26,50.0,Good,6.6,77.2,1.238,2.27,2.19,153.9
Amhara,Finote Selam,2018-09-01,12.65,27.01,10.1,11.37,27.55,7.86,0.43,4.97,20.18,0.66,1.02,0.28,52.0,Moderate,12.9,81.2,1.158,1.62,2.11,153.7
Amhara,Finote Selam,2018-10-01,27.01,64.36,12.84,32.78,33.32,2.73,1.59,11.81,,1.6,2.84,1.66,82.0,Moderate,7.8,58.3,1.26,1.61,2.17,154.0
Amhara,Finote Selam,2018-11-01,38.59,49.32,14.66,13.6,36.86,7.78,1.65,11.39,82.99,0.55,2.17,2.44,109.0,Unhealthy for Sensitive Groups,5.7,52.1,1.188,2.86,2.07,153.9
Amhara,Finote Selam,2018-12-01,22.32,75.15,11.78,30.16,51.4,0.78,0.59,7.5,,0.6,1.98,0.98,72.0,Moderate,6.3,50.4,1.214,1.54,2.14,154.1
Amhara,Finote Selam,2019-01-01,44.96,86.31,21.53,41.99,64.83,,1.24,14.54,84.11,0.43,3.14,1.91,124.0,Unhealthy for Sensitive Groups,9.9,44.9,1.236,1.58,2.14,157.3
Amhara,Finote Selam,2019-02-01,43.51,72.92,20.35,28.4,27.34,,2.44,6.67,66.54,0.54,2.38,0.29,121.0,Unhealthy for Sensitive Groups,13.4,39.9,1.208,1.53,2.14,157.6
Amhara,Finote Selam,2019-03-01,20.41,42.62,17.25,24.24,32.91,9.76,1.61,13.34,98.69,0.45,4.41,1.06,68.0,Moderate,8.8,35.4,1.173,0.69,2.22,157.4
Amhara,Finote Selam,2019-04-01,29.47,110.62,13.26,30.7,60.28,6.77,1.97,15.39,88.73,1.93,4.8,1.74,88.0,Moderate,13.0,50.9,1.188,0.69,2.17,156.9
Amhara,Finote Selam,2019-05-01,35.98,61.45,12.68,21.79,46.56,10.38,2.61,4.52,45.66,0.75,2.31,1.1,102.0,Unhealthy for Sensitive Groups,11.4,59.0,1.169,1.4,2.19,157.2
Amhara,Finote Selam,2019-06-01,16.44,40.32,15.3,24.47,6.84,7.46,1.15,8.93,20.09,0.25,1.62,1.36,60.0,Moderate,13.4,79.0,1.175,2.65,2.21,157.5
Amhara,Finote Selam,2019-07-01,21.7,32.21,10.79,15.27,36.71,1.64,1.01,9.64,18.89,0.86,2.11,1.51,71.0,Moderate,10.2,76.7,1.148,3.11,2.24,157.3
Amhara,Finote Selam,2019-08-01,14.3,16.83,11.06,7.07,26.33,3.11,0.42,6.27,17.18,0.52,1.53,1.1,56.0,Moderate,7.9,79.7,1.233,2.6,2.21,157.2
Amhara,Finote Selam,2019-09-01,13.82,51.29,7.44,9.02,23.51,9.83,1.15,4.15,24.46,0.6,2.48,0.29,55.0,Moderate,10.2,83.3,1.255,1.1,2.15,157.6
Amhara,Finote Selam,2019-10-01,25.65,55.11,20.01,16.38,37.36,8.19,1.95,11.0,45.59,1.18,3.58,1.22,80.0,Moderate,10.6,52.7,1.227,2.84,2.25,157.3
Amhara,Finote Selam,2019-11-01,17.72,,23.42,29.13,48.33,8.44,1.11,,31.34,1.08,5.29,0.83,63.0,Moderate,9.4,53.4,1.241,3.03,2.2,157.6
Amhara,Finote Selam,2019-12-01,16.29,74.55,21.06,33.4,30.96,13.29,1.56,5.87,74.88,,6.2,0.26,60.0,Moderate,2.3,39.5,1.226,2.25,2.16,157.3
Amhara,Finote Selam,2020-01-01,20.22,46.53,17.93,27.62,42.16,6.56,2.25,,47.8,1.72,6.48,2.52,68.0,Moderate,12.2,32.5,1.284,1.91,2.16,161.2
Amhara,Finote Selam,2020-02-01,44.44,66.13,35.56,36.41,56.3,5.56,2.67,11.19,62.78,1.99,5.86,1.04,123.0,Unhealthy for Sensitive Groups,7.6,41.7,1.105,2.43,2.25,161.1
Amhara,Finote Selam,2020-03-01,18.12,31.86,13.57,29.52,24.16,5.24,1.42,5.84,49.75,1.41,5.08,2.62,64.0,Moderate,11.1,49.0,1.179,0.76,2.32,160.7
Amhara,Finote Selam,2020-04-01,28.48,70.42,19.57,27.08,45.76,7.74,0.88,4.69,52.36,0.63,3.19,1.03,85.0,Moderate,14.2,46.7,1.152,2.32,2.25,160.9
Amhara,Finote Selam,2020-05-01,7.66,,,16.4,12.64,2.97,0.83,3.02,49.05,,4.23,0.24,32.0,Good,6.9,59.1,1.205,1.23,2.23,160.6
Amhara,Finote Selam,2020-06-01,11.58,35.01,14.9,23.31,26.11,3.4,0.76,,41.99,0.92,0.87,1.71,48.0,Good,15.4,61.8,1.172,3.93,2.31,160.9
Amhara,Finote Selam,2020-07-01,9.95,50.23,6.15,9.32,29.45,5.48,0.64,5.09,20.85,0.57,1.54,1.21,41.0,Good,16.2,78.3,1.141,2.61,2.3,161.0
Amhara,Finote Selam,2020-08-01,13.06,28.72,10.31,13.83,16.67,0.5,0.49,6.24,18.23,0.81,0.71,0.55,53.0,Moderate,8.9,76.9,1.127,2.17,2.23,161.2
Amhara,Finote Selam,2020-09-01,26.94,38.28,9.92,19.99,20.32,6.31,0.64,3.87,19.57,1.0,0.47,1.4,82.0,Moderate,8.6,71.7,1.26,1.57,2.23,160.5
Amhara,Finote Selam,2020-10-01,19.48,54.92,14.38,29.5,34.94,5.36,1.45,4.07,56.25,0.69,3.35,1.55,67.0,Moderate,7.5,54.5,1.237,0.11,2.3,161.1
Amhara,Finote Selam,2020-11-01,24.01,51.44,11.25,32.83,40.67,2.77,2.01,9.95,60.39,0.74,3.8,1.14,76.0,Moderate,7.9,54.4,1.237,1.38,2.25,161.0
Amhara,Finote Selam,2020-12-01,30.09,92.88,,23.09,47.96,8.87,1.37,15.25,64.65,1.12,5.24,0.48,89.0,Moderate,7.7,31.0,1.161,1.38,2.28,161.1
Amhara,Finote Selam,2021-01-01,,58.94,,48.77,40.85,14.44,1.67,12.2,49.81,1.35,7.15,0.48,,,2.2,46.1,1.23,2.35,2.32,164.5
Amhara,Finote Selam,2021-02-01,16.48,96.36,23.06,34.36,55.66,11.24,2.41,8.02,83.05,0.62,6.61,2.56,60.0,Moderate,5.8,36.3,1.244,-0.54,2.29,164.4
Amhara,Finote Selam,2021-03-01,18.79,72.79,29.46,40.64,72.04,8.23,1.85,16.02,72.12,1.48,3.81,0.24,65.0,Moderate,7.6,41.5,1.289,1.09,2.26,164.2
Amhara,Finote Selam,2021-04-01,39.45,52.51,13.1,22.1,43.38,15.67,2.17,16.36,86.24,0.51,6.03,1.72,111.0,Unhealthy for Sensitive Groups,12.2,59.5,1.154,1.95,2.3,164.2
Amhara,Finote Selam,2021-05-01,21.25,83.76,14.02,32.16,19.57,7.49,1.12,6.76,47.84,0.65,2.34,1.49,70.0,Moderate,4.3,48.3,1.323,0.75,2.27,164.8
Amhara,Finote Selam,2021-06-01,9.13,69.12,20.28,13.68,14.49,6.49,0.88,5.42,37.23,1.17,3.34,0.77,38.0,Good,13.4,63.6,1.237,0.99,2.27,164.7
Amhara,Finote Selam,2021-07-01,12.99,,12.0,21.8,20.58,8.05,0.69,3.72,17.56,0.79,1.37,0.18,53.0,Moderate,9.6,90.5,1.293,3.48,2.29,164.5
Amhara,Finote Selam,2021-08-01,,40.79,4.9,17.42,21.63,4.27,0.94,6.76,23.46,1.06,1.04,0.5,,,15.1,76.3,1.099,2.33,2.26,164.9
Amhara,Finote Selam,2021-09-01,9.81,39.35,8.71,22.45,15.18,7.19,1.21,5.67,34.56,0.01,1.45,1.25,41.0,Good,11.4,66.7,1.234,2.38,2.28,164.4
Amhara,Finote Selam,2021-10-01,,76.01,11.05,35.85,41.94,13.71,2.01,3.16,40.95,1.47,6.22,2.16,,,7.5,65.0,1.197,1.25,2.19,164.6
Amhara,Finote Selam,2021-11-01,46.92,91.76,,24.38,31.34,6.42,0.77,14.47,71.91,1.55,6.72,1.22,129.0,Unhealthy for Sensitive Groups,10.0,40.6,1.213,0.77,2.25,164.1
Amhara,Finote Selam,2021-12-01,32.67,33.31,28.79,19.22,42.11,9.82,1.5,4.93,74.05,1.71,3.59,2.4,94.0,Moderate,4.6,44.1,1.261,3.57,2.29,164.0
Amhara,Finote Selam,2022-01-01,25.57,,,24.31,35.58,6.85,2.38,8.04,75.89,1.24,5.16,2.75,79.0,Moderate,10.3,49.5,1.199,0.91,2.26,168.1
Amhara,Finote Selam,2022-02-01,32.73,92.4,27.2,43.6,31.83,8.76,0.9,9.35,54.46,0.61,8.75,0.69,94.0,Moderate,11.5,33.4,1.244,2.21,2.27,168.0
Amhara,Finote Selam,2022-03-01,36.8,65.95,15.0,29.12,74.6,17.46,2.64,7.94,56.98,1.69,6.69,2.5,104.0,Unhealthy for Sensitive Groups,6.2,53.7,1.229,-0.12,2.31,168.0
Amhara,Finote Selam,2022-04-01,25.86,67.95,16.28,27.07,38.52,10.06,2.12,13.36,43.8,1.69,1.69,0.95,80.0,Moderate,15.3,48.7,1.23,1.94,2.36,168.2
Amhara,Finote Selam,2022-05-01,16.94,79.99,21.68,25.11,50.68,,1.14,11.05,67.26,0.87,3.95,1.54,61.0,Moderate,13.1,49.6,1.232,0.04,2.33,168.1
Amhara,Finote Selam,2022-06-01,21.62,49.98,19.58,20.57,39.05,9.24,1.38,3.07,25.95,1.03,4.5,0.95,71.0,Moderate,13.6,69.3,1.248,1.25,2.34,168.0
Amhara,Finote Selam,2022-07-01,13.47,20.32,13.54,25.3,17.04,5.16,0.31,6.79,47.12,0.57,4.39,1.3,54.0,Moderate,10.6,83.2,1.236,0.55,2.33,167.7
Amhara,Finote Selam,2022-08-01,14.66,28.06,14.54,15.52,24.77,3.42,0.7,4.09,20.53,0.41,3.84,0.54,56.0,Moderate,11.4,77.4,1.248,3.65,2.32,168.2
Amhara,Finote Selam,2022-09-01,,44.57,11.85,16.63,24.57,1.05,0.89,7.04,27.47,0.45,3.21,0.99,,,8.0,75.3,1.188,-0.01,2.3,167.8
Amhara,Finote Selam,2022-10-01,22.75,43.8,12.58,12.49,17.82,6.22,0.79,10.76,39.42,1.06,0.66,1.46,73.0,Moderate,4.3,48.5,1.174,2.35,2.39,168.4
Amhara,Finote Selam,2022-11-01,37.72,91.18,14.67,38.15,42.5,8.68,1.53,7.87,49.95,0.9,2.67,0.93,106.0,Unhealthy for Sensitive Groups,5.8,44.4,1.153,-0.1,2.38,167.4
Amhara,Finote Selam,2022-12-01,17.52,42.31,16.58,27.02,38.67,16.12,1.63,13.82,44.59,1.25,6.33,1.12,62.0,Moderate,6.7,42.1,1.224,1.48,2.34,168.2
Amhara,Finote Selam,2023-01-01,27.15,66.83,23.3,34.48,57.05,6.7,2.15,6.88,72.91,1.76,2.58,2.01,83.0,Moderate,2.8,45.0,1.206,0.79,2.35,171.5
Amhara,Finote Selam,2023-02-01,20.05,79.41,18.64,35.61,66.76,4.48,2.21,4.49,68.93,0.65,9.38,1.33,68.0,Moderate,13.1,46.7,1.17,3.47,2.4,171.7
Amhara,Finote Selam,2023-03-01,24.25,39.89,36.69,44.42,66.51,17.83,2.44,11.84,85.57,0.48,9.43,1.39,77.0,Moderate,9.4,45.7,1.146,1.96,2.4,171.6
Amhara,Finote Selam,2023-04-01,25.67,47.66,15.47,18.58,43.52,15.93,1.81,18.14,79.71,1.34,2.43,1.46,80.0,Moderate,16.4,59.7,1.246,1.83,2.41,171.2
Amhara,Finote Selam,2023-05-01,34.22,52.92,17.58,40.46,33.42,2.3,1.96,8.66,49.79,1.49,5.28,1.19,98.0,Moderate,6.3,52.3,1.21,1.86,2.35,171.7
Amhara,Finote Selam,2023-06-01,16.47,65.95,7.03,21.04,12.2,,1.16,10.63,53.62,0.09,1.19,0.38,60.0,Moderate,14.1,72.9,1.29,1.85,2.35,171.5
Amhara,Finote Selam,2023-07-01,23.79,47.55,14.07,18.44,30.29,7.85,0.9,1.27,35.78,0.76,3.99,1.14,76.0,Moderate,16.3,85.0,1.191,1.96,2.46,171.6
Amhara,Finote Selam,2023-08-01,,23.83,4.86,15.06,27.77,5.65,1.0,7.59,39.09,0.4,3.37,0.67,,,7.6,86.2,1.141,2.8,2.4,171.7
Amhara,Finote Selam,2023-09-01,9.03,47.58,14.46,21.42,36.52,5.61,1.49,6.42,,0.21,2.69,1.09,38.0,Good,12.5,75.8,1.221,1.22,2.31,171.5
Amhara,Finote Selam,2023-10-01,31.7,54.32,11.33,12.87,46.03,6.0,1.35,10.03,21.69,1.23,5.13,1.76,92.0,Moderate,5.5,49.8,1.138,1.22,2.36,171.4
Amhara,Finote Selam,2023-11-01,25.65,,22.0,,31.29,6.71,1.48,7.74,64.05,0.73,4.8,1.8,79.0,Moderate,4.5,57.0,1.298,2.07,2.37,171.4
Amhara,Finote Selam,2023-12-01,42.81,90.08,25.25,29.82,69.54,10.53,2.47,6.4,,0.84,6.64,1.9,119.0,Unhealthy for Sensitive Groups,6.7,36.5,1.18,2.67,2.32,171.6
Amhara,Finote Selam,2024-01-01,46.96,54.29,18.36,46.54,59.14,5.38,2.79,14.16,88.72,1.36,3.15,0.51,129.0,Unhealthy for Sensitive Groups,5.1,44.6,1.215,2.83,2.36,175.4
Amhara,Finote Selam,2024-02-01,15.87,,23.21,21.17,28.63,10.17,2.52,13.69,83.67,1.13,4.46,0.63,59.0,Moderate,4.7,39.3,1.229,2.68,2.44,175.3
Amhara,Finote Selam,2024-03-01,45.69,108.03,12.86,25.8,58.66,9.04,2.81,4.1,,,1.04,0.81,126.0,Unhealthy for Sensitive Groups,13.2,45.7,1.23,0.84,2.42,175.5
Amhara,Finote Selam,2024-04-01,30.88,43.22,,50.74,,14.24,1.73,15.37,40.57,0.34,8.37,2.57,90.0,Moderate,11.9,49.6,1.221,3.76,2.41,175.4
Amhara,Finote Selam,2024-05-01,28.63,62.85,20.79,20.69,34.13,3.59,0.96,10.38,69.77,0.5,0.41,0.66,86.0,Moderate,11.7,55.0,1.223,1.64,2.44,175.4
Amhara,Finote Selam,2024-06-01,17.19,46.95,9.62,15.56,,4.64,0.84,9.43,22.98,0.49,1.59,0.77,62.0,Moderate,6.7,75.5,1.267,2.01,2.4,175.1
Amhara,Finote Selam,2024-07-01,7.4,14.93,,12.72,7.3,6.34,1.22,,26.55,0.81,3.65,0.42,31.0,Good,17.3,75.8,1.264,2.4,2.45,175.4
Amhara,Finote Selam,2024-08-01,18.4,40.25,3.12,,,6.49,0.76,4.96,28.14,0.82,0.62,0.47,64.0,Moderate,7.7,79.4,1.14,2.23,2.43,174.9
Amhara,Finote Selam,2024-09-01,15.32,29.58,11.65,24.04,27.33,3.05,0.89,4.49,54.75,0.81,4.79,0.72,58.0,Moderate,10.6,66.3,1.08,2.31,2.39,174.8
Amhara,Finote Selam,2024-10-01,12.79,31.2,17.89,,20.37,5.56,1.56,9.88,36.98,0.61,5.93,1.93,52.0,Moderate,6.6,60.7,1.223,3.49,2.34,175.0
Amhara,Finote Selam,2024-11-01,43.55,61.7,24.16,26.24,29.02,8.16,1.64,7.09,41.47,0.96,4.46,0.99,121.0,Unhealthy for Sensitive Groups,4.4,59.8,1.184,1.2,2.34,174.7
Amhara,Finote Selam,2024-12-01,25.59,100.16,22.0,21.28,55.57,9.64,1.4,16.51,37.29,1.22,4.77,2.17,79.0,Moderate,10.4,55.7,1.185,2.67,2.42,175.4
Amhara,Finote Selam,2025-01-01,28.76,47.95,16.16,45.05,52.41,14.19,1.42,11.12,42.59,0.37,3.57,1.52,86.0,Moderate,12.7,54.1,1.176,2.43,2.41,179.1
Amhara,Finote Selam,2025-02-01,47.79,110.23,24.8,20.93,33.99,6.08,1.64,9.4,94.35,2.22,6.81,2.92,131.0,Unhealthy for Sensitive Groups,5.4,41.3,1.28,2.64,2.43,178.3
Amhara,Finote Selam,2025-03-01,32.89,99.89,12.37,21.89,56.8,16.7,1.3,,56.47,1.87,3.06,0.71,95.0,Moderate,17.0,52.3,1.167,1.22,2.54,178.4
Amhara,Finote Selam,2025-04-01,39.24,54.35,15.95,26.3,39.29,10.23,2.3,9.74,35.79,1.33,7.45,2.25,110.0,Unhealthy for Sensitive Groups,9.6,44.6,1.247,3.27,2.48,178.2
Amhara,Finote Selam,2025-05-01,28.28,92.51,19.33,34.81,,7.65,1.16,13.99,65.6,0.34,5.49,1.41,85.0,Moderate,3.1,60.8,1.293,3.07,2.49,178.3
Amhara,Finote Selam,2025-06-01,13.32,,26.42,25.26,42.33,11.15,1.89,2.69,35.1,1.38,3.02,,54.0,Moderate,16.3,67.3,1.186,1.56,2.43,178.1
Amhara,Finote Selam,2025-07-01,22.01,46.66,16.46,5.75,34.16,1.03,1.14,8.85,39.33,0.1,1.06,0.01,72.0,Moderate,10.8,84.2,1.235,0.47,2.41,178.1
Amhara,Finote Selam,2025-08-01,12.54,40.54,13.2,17.56,25.88,8.97,0.65,5.9,36.35,1.2,3.33,0.65,52.0,Moderate,12.1,90.3,1.236,1.05,2.42,178.7
Amhara,Finote Selam,2025-09-01,7.3,35.45,11.83,23.11,25.51,3.16,0.85,8.12,20.43,0.84,1.84,0.48,30.0,Good,12.1,74.1,1.136,2.21,2.35,178.3
Amhara,Finote Selam,2025-10-01,27.59,67.9,13.57,27.07,40.34,9.85,1.42,6.51,43.27,0.56,0.79,0.67,84.0,Moderate,13.1,64.3,1.207,1.33,2.39,177.9
Amhara,Finote Selam,2025-11-01,10.13,64.42,26.21,19.6,44.33,5.79,1.07,9.5,39.71,1.45,4.35,0.38,42.0,Good,10.8,54.8,1.156,1.95,2.39,178.2
Amhara,Finote Selam,2025-12-01,41.01,77.33,16.8,31.69,62.05,11.86,1.04,9.96,37.82,1.17,5.44,0.88,115.0,Unhealthy for Sensitive Groups,7.1,34.0,1.174,1.27,2.37,178.6
Amhara,Gondar,2014-01-01,55.78,165.47,59.99,30.32,64.81,17.03,2.32,24.46,40.53,1.21,13.04,1.92,151.0,Unhealthy,8.7,36.9,1.15,0.42,2.07,139.9
Amhara,Gondar,2014-02-01,41.13,119.98,35.76,62.03,63.97,5.47,3.24,20.89,34.93,3.26,7.04,1.0,115.0,Unhealthy for Sensitive Groups,13.0,49.3,1.221,1.31,1.94,140.2
Amhara,Gondar,2014-03-01,87.22,83.33,23.01,43.01,33.78,14.34,1.5,19.2,67.39,1.4,5.83,2.69,167.0,Unhealthy,14.9,54.5,1.176,2.64,1.98,139.7
Amhara,Gondar,2014-04-01,64.14,125.33,31.41,22.87,84.26,8.55,2.25,8.94,60.6,1.56,13.54,0.97,155.0,Unhealthy,9.9,56.9,1.155,0.58,2.02,139.9
Amhara,Gondar,2014-05-01,49.14,117.49,17.24,35.97,76.64,15.6,1.43,12.17,67.18,2.34,6.81,,135.0,Unhealthy for Sensitive Groups,10.0,58.0,1.203,2.45,2.02,140.0
