Province,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Gansu,Lanzhou,2023-01-01,121.05,147.33,45.56,19.02,36.71,28.58,2.67,51.56,65.38,2.92,14.57,3.49,158,Moderately Polluted,6.9,40.5,0.406,4.68,81.02,62.6
Gansu,Lanzhou,2023-02-01,73.21,102.79,36.24,45.05,63.26,26.71,2.77,35.94,29.95,2.51,16.38,4.41,98,Good,9.1,22.3,0.347,3.6,79.93,62.6
Gansu,Lanzhou,2023-03-01,88.72,157.2,27.03,37.8,41.68,24.14,2.69,10.28,20.31,1.32,12.37,1.49,117,Lightly Polluted,9.2,32.2,0.47,4.77,80.74,62.4
Gansu,Lanzhou,2023-04-01,50.72,147.54,28.32,27.99,30.97,9.96,0.77,16.31,27.6,1.32,7.03,2.47,69,Good,15.3,24.5,0.475,4.63,81.62,62.3
Gansu,Lanzhou,2023-05-01,43.0,150.59,17.29,24.31,33.53,8.2,0.71,20.98,35.42,0.58,3.74,1.01,60,Good,8.2,41.8,0.488,4.32,84.19,62.8
Gansu,Lanzhou,2023-06-01,52.89,75.32,13.22,17.15,36.3,8.81,1.38,14.55,20.69,1.23,5.02,1.53,72,Good,8.2,45.1,0.373,5.06,81.03,62.7
Gansu,Lanzhou,2023-07-01,35.22,135.02,20.22,27.81,31.21,15.82,1.37,22.26,14.78,1.64,5.12,0.8,50,Excellent,11.9,68.0,0.436,4.91,81.84,63.1
Gansu,Lanzhou,2023-08-01,57.01,111.04,17.92,26.54,26.78,17.15,0.62,9.07,34.66,2.34,3.69,1.09,77,Good,8.4,60.2,0.447,4.81,81.66,62.7
Gansu,Lanzhou,2023-09-01,65.94,137.98,4.25,16.41,31.13,24.12,1.13,14.02,32.97,3.27,8.58,0.98,89,Good,11.7,49.0,0.544,4.49,82.0,62.9
Gansu,Lanzhou,2023-10-01,50.04,148.29,12.41,28.54,37.98,17.53,2.1,23.09,28.0,3.24,7.29,2.18,69,Good,6.4,41.0,0.475,3.46,81.35,62.7
Gansu,Lanzhou,2023-11-01,80.85,229.66,12.62,26.03,19.91,37.28,3.07,33.46,55.46,4.71,8.02,1.66,107,Lightly Polluted,5.7,27.5,0.436,5.22,81.19,62.6
Gansu,Lanzhou,2023-12-01,126.63,194.11,52.24,35.03,46.76,11.98,1.96,21.19,77.44,6.22,4.53,3.69,166,Moderately Polluted,3.9,41.7,0.558,3.59,81.73,62.7
Gansu,Lanzhou,2024-01-01,153.43,195.83,32.63,26.07,50.93,38.36,1.45,46.42,52.37,5.26,7.14,3.44,203,Heavily Polluted,6.0,27.4,0.497,4.26,83.42,63.1
Gansu,Lanzhou,2024-02-01,52.49,207.45,35.5,60.31,34.57,30.56,1.46,18.66,39.83,5.72,11.9,1.96,72,Good,7.1,42.7,0.503,5.31,81.36,62.8
Gansu,Lanzhou,2024-03-01,74.51,74.45,24.0,38.62,20.47,9.05,1.3,20.06,23.09,3.6,6.69,2.56,99,Good,12.5,44.6,0.488,3.95,82.64,63.3
Gansu,Lanzhou,2024-04-01,78.75,84.79,12.36,31.0,41.85,10.5,1.24,18.4,38.18,2.68,8.61,1.84,104,Lightly Polluted,15.5,31.0,0.454,4.53,81.37,63.3
Gansu,Lanzhou,2024-05-01,57.79,137.4,15.84,37.51,28.46,18.31,1.79,16.37,42.89,3.0,9.68,2.46,78,Good,10.2,44.4,0.362,5.09,81.37,63.3
Gansu,Lanzhou,2024-06-01,52.29,65.01,11.06,31.69,5.95,15.83,1.57,18.59,29.59,1.81,1.7,1.32,71,Good,11.0,50.4,0.54,4.86,83.91,63.1
Gansu,Lanzhou,2024-07-01,35.04,98.8,7.06,27.27,27.99,6.48,1.16,14.77,29.51,3.23,6.01,0.97,50,Excellent,5.1,69.7,0.517,5.0,82.73,63.0
Gansu,Lanzhou,2024-08-01,62.48,54.03,17.1,16.39,6.94,16.16,0.63,15.43,32.81,1.3,4.33,2.04,84,Good,10.3,72.8,0.437,4.54,82.76,62.7
Gansu,Lanzhou,2024-09-01,55.95,118.24,14.76,24.36,6.71,10.47,1.57,8.85,22.25,2.74,6.24,1.57,76,Good,8.7,48.2,0.493,4.63,83.7,62.7
Gansu,Lanzhou,2024-10-01,81.33,87.23,27.58,21.23,26.2,20.2,1.52,9.26,28.83,4.07,2.75,2.74,108,Lightly Polluted,3.2,54.6,0.563,4.53,83.76,62.9
Gansu,Lanzhou,2024-11-01,70.0,223.56,43.52,31.91,26.49,36.3,3.0,24.29,19.51,4.69,10.8,1.11,94,Good,8.6,29.4,0.613,4.89,81.02,62.8
Gansu,Lanzhou,2024-12-01,156.42,248.76,23.89,53.66,62.16,37.73,3.94,24.8,60.56,6.2,18.17,2.22,206,Heavily Polluted,4.7,22.2,0.459,4.9,83.1,63.0
Gansu,Lanzhou,2025-01-01,129.94,103.41,39.02,46.69,61.13,31.34,2.2,50.24,58.48,4.17,13.23,4.57,171,Moderately Polluted,4.4,23.7,0.428,4.64,81.82,63.2
Gansu,Lanzhou,2025-02-01,57.33,155.57,26.73,56.2,23.95,20.04,1.07,37.42,46.74,3.47,7.48,3.87,78,Good,5.5,30.5,0.531,4.94,84.43,63.5
Gansu,Lanzhou,2025-03-01,39.99,175.37,27.56,19.06,23.06,27.04,1.75,26.39,48.55,4.13,9.33,0.78,56,Good,8.3,41.0,0.463,4.37,83.27,63.5
Gansu,Lanzhou,2025-04-01,83.38,129.02,8.49,25.73,10.62,16.71,2.12,21.17,41.55,3.55,6.2,2.84,110,Lightly Polluted,9.5,28.9,0.481,4.21,84.49,63.3
Gansu,Lanzhou,2025-05-01,44.66,119.09,23.52,17.26,11.87,6.83,0.59,18.55,53.37,2.35,3.29,2.08,62,Good,11.8,56.0,0.366,4.03,83.02,63.5
Gansu,Lanzhou,2025-06-01,28.85,100.75,17.55,11.22,24.17,13.77,0.9,9.67,47.6,0.69,3.86,2.01,41,Excellent,7.7,56.3,0.359,5.15,82.52,63.4
Gansu,Lanzhou,2025-07-01,40.33,74.04,8.94,16.82,18.16,12.56,0.7,7.55,34.87,1.06,4.25,1.24,56,Good,5.8,63.7,0.547,4.86,83.39,63.5
Gansu,Lanzhou,2025-08-01,59.55,110.16,16.18,20.31,25.62,3.89,1.38,16.32,20.03,1.53,6.52,0.33,81,Good,8.9,68.2,0.433,5.01,85.3,63.3
Gansu,Lanzhou,2025-09-01,43.55,72.74,14.27,31.12,17.99,11.68,1.38,6.46,41.84,2.06,3.63,1.67,60,Good,7.9,44.8,0.274,4.93,85.57,63.3
Gansu,Lanzhou,2025-10-01,57.63,89.2,22.39,40.91,18.57,10.1,2.39,29.78,46.63,3.83,1.55,1.92,78,Good,5.4,41.3,0.506,4.31,83.04,63.2
Gansu,Lanzhou,2025-11-01,71.91,157.2,30.94,50.93,38.85,33.45,2.41,18.88,59.47,5.34,13.48,2.5,96,Good,4.8,30.7,0.572,4.85,83.27,63.4
Gansu,Lanzhou,2025-12-01,139.74,245.57,32.69,56.41,32.21,39.15,1.1,26.97,55.47,5.78,15.37,4.49,185,Moderately Polluted,4.7,33.6,0.32,4.24,82.77,63.1
Gansu,Tianshui,2014-01-01,80.81,107.7,15.79,30.23,55.2,16.88,2.46,29.1,20.9,3.38,8.93,1.78,107,Lightly Polluted,4.4,27.1,0.644,4.51,69.36,60.0
Gansu,Tianshui,2014-02-01,116.34,214.22,41.04,37.0,17.48,12.28,2.77,10.46,46.22,2.4,6.93,3.54,151,Moderately Polluted,7.8,31.4,0.729,3.81,68.82,59.9
Gansu,Tianshui,2014-03-01,57.36,99.07,16.67,24.4,37.42,20.61,1.2,19.65,27.7,1.68,9.99,2.49,78,Good,9.5,35.5,0.709,3.69,67.17,60.0
Gansu,Tianshui,2014-04-01,51.32,74.75,14.05,36.09,21.21,10.71,1.75,11.49,39.41,3.22,6.58,1.94,70,Good,8.0,29.3,0.686,4.15,69.4,60.0
Gansu,Tianshui,2014-05-01,58.73,93.2,11.01,26.32,35.29,6.86,0.88,15.26,21.76,2.99,5.61,2.02,80,Good,13.0,35.3,0.466,4.45,70.33,60.3
Gansu,Tianshui,2014-06-01,25.59,100.09,10.04,30.87,25.23,11.48,1.21,12.78,19.17,1.5,2.67,0.71,37,Excellent,12.2,49.0,0.611,4.21,69.96,59.8
Gansu,Tianshui,2014-07-01,60.44,84.19,16.76,21.24,21.34,8.2,1.19,13.01,19.45,2.12,2.37,1.63,82,Good,8.1,57.6,0.451,3.78,70.88,59.9
Gansu,Tianshui,2014-08-01,42.74,49.76,9.42,13.77,20.52,6.05,0.54,11.94,10.64,1.09,4.06,1.44,59,Good,7.3,68.5,0.743,4.31,69.21,60.1
Gansu,Tianshui,2014-09-01,67.05,84.61,13.45,14.43,13.35,13.35,0.61,3.94,30.43,3.0,5.89,1.05,90,Good,7.1,51.1,0.657,4.35,69.58,60.0
Gansu,Tianshui,2014-10-01,50.81,100.77,14.08,22.99,26.48,20.01,2.13,12.35,26.42,1.18,2.31,2.24,70,Good,8.7,40.1,0.665,3.52,68.73,60.0
Gansu,Tianshui,2014-11-01,46.0,172.35,36.42,48.95,31.47,23.65,2.2,18.52,49.83,2.78,3.32,0.79,64,Good,6.3,44.6,0.528,3.82,69.61,60.0
Gansu,Tianshui,2014-12-01,117.7,215.22,14.58,51.75,61.57,29.94,1.26,28.55,65.73,4.91,8.17,3.71,153,Moderately Polluted,9.0,43.3,0.573,4.15,69.29,60.0
Gansu,Tianshui,2015-01-01,77.0,169.16,25.46,44.27,40.5,26.08,2.95,33.12,22.29,5.35,9.24,0.72,102,Lightly Polluted,9.2,33.2,0.487,4.39,69.55,60.3
Gansu,Tianshui,2015-02-01,71.09,223.69,25.76,28.43,44.94,18.92,1.31,23.13,28.81,1.87,2.93,1.68,95,Good,4.1,46.1,0.559,4.43,70.34,60.2
Gansu,Tianshui,2015-03-01,38.91,138.64,4.77,37.26,13.46,22.2,1.99,9.39,42.85,2.35,5.7,0.99,55,Good,13.3,30.1,0.619,2.75,71.5,60.2
Gansu,Tianshui,2015-04-01,71.79,63.75,17.28,21.55,33.2,22.33,1.15,12.09,28.02,3.49,1.87,1.21,96,Good,15.7,49.3,0.652,3.29,70.35,60.3
Gansu,Tianshui,2015-05-01,58.74,61.23,24.36,26.33,40.36,21.47,1.82,11.21,42.05,2.19,3.98,1.88,80,Good,13.3,41.6,0.484,4.67,69.89,60.1
Gansu,Tianshui,2015-06-01,58.09,68.84,6.97,21.51,13.38,8.57,0.39,19.51,36.38,1.45,3.65,1.21,79,Good,5.3,60.2,0.693,4.24,71.72,60.4
Gansu,Tianshui,2015-07-01,24.24,109.64,9.09,19.7,13.8,7.98,0.79,10.98,25.48,1.41,2.17,0.94,35,Excellent,11.6,64.1,0.701,4.83,72.53,60.4
Gansu,Tianshui,2015-08-01,38.19,102.26,2.52,12.64,26.29,8.72,1.09,4.6,22.35,2.31,4.27,0.82,54,Good,6.3,71.4,0.553,4.14,70.44,60.1
Gansu,Tianshui,2015-09-01,51.52,94.47,7.3,26.15,23.02,17.04,0.65,5.53,18.99,1.41,4.34,1.25,70,Good,9.6,57.2,0.459,3.8,72.07,60.4
Gansu,Tianshui,2015-10-01,32.95,115.53,5.94,34.52,21.59,9.06,1.06,6.33,19.69,3.97,7.96,2.09,47,Excellent,4.4,48.0,0.566,4.4,73.21,60.3
Gansu,Tianshui,2015-11-01,120.84,207.84,19.03,34.97,57.47,25.49,1.96,33.36,44.09,2.59,4.57,1.73,158,Moderately Polluted,7.4,39.9,0.652,3.94,72.18,60.3
Gansu,Tianshui,2015-12-01,74.18,139.06,16.04,49.65,65.16,39.08,2.27,28.83,52.3,2.53,8.97,4.52,99,Good,6.4,44.8,0.538,3.68,71.61,60.3
Gansu,Tianshui,2016-01-01,101.62,128.35,20.49,50.37,29.13,26.82,2.38,30.68,28.56,1.87,9.44,3.73,133,Lightly Polluted,1.3,31.7,0.585,3.9,73.59,60.4
Gansu,Tianshui,2016-02-01,91.52,97.34,18.13,49.87,31.03,21.91,0.79,10.59,29.42,2.26,12.25,2.69,121,Lightly Polluted,8.9,30.9,0.731,3.3,72.54,60.7
Gansu,Tianshui,2016-03-01,78.27,63.77,29.42,37.37,35.26,11.11,2.4,30.26,43.65,3.58,7.04,2.47,104,Lightly Polluted,5.2,41.7,0.599,4.12,73.39,60.7
Gansu,Tianshui,2016-04-01,71.69,125.57,9.27,15.1,22.91,18.22,1.1,11.45,36.56,1.08,9.0,2.25,96,Good,14.9,26.6,0.585,4.17,72.36,60.6
Gansu,Tianshui,2016-05-01,52.11,96.48,14.43,19.97,24.01,19.45,1.72,10.5,48.07,2.58,5.76,1.58,71,Good,8.0,32.1,0.649,3.54,72.91,60.3
Gansu,Tianshui,2016-06-01,61.73,106.1,14.8,16.34,10.2,8.19,0.79,14.01,21.35,2.18,4.33,1.17,83,Good,6.2,47.1,0.728,4.01,73.22,60.6
Gansu,Tianshui,2016-07-01,50.17,91.54,11.54,3.48,13.94,14.82,1.26,10.53,9.24,1.69,5.08,0.52,69,Good,9.2,67.1,0.559,4.71,73.39,60.5
Gansu,Tianshui,2016-08-01,47.92,49.78,9.94,26.21,11.81,12.09,0.78,12.74,13.42,1.25,2.95,0.66,66,Good,12.9,74.4,0.527,4.57,73.57,60.5
Gansu,Tianshui,2016-09-01,45.39,70.46,13.98,25.27,11.93,9.43,0.63,11.42,27.21,0.98,7.61,0.71,63,Good,4.4,51.7,0.432,3.83,73.18,60.4
Gansu,Tianshui,2016-10-01,73.06,123.43,9.12,26.53,17.99,18.52,0.95,24.65,31.36,1.7,2.99,1.46,98,Good,9.3,46.1,0.41,4.66,72.52,60.6
Gansu,Tianshui,2016-11-01,54.69,105.23,30.72,47.85,24.95,22.25,0.74,36.72,55.5,3.27,3.28,2.11,74,Good,7.0,37.8,0.608,4.18,72.08,60.6
Gansu,Tianshui,2016-12-01,125.86,238.39,16.87,49.81,37.19,22.93,3.22,17.89,46.85,2.01,15.57,0.85,165,Moderately Polluted,5.4,20.8,0.483,3.46,72.28,60.4
Gansu,Tianshui,2017-01-01,93.7,236.47,33.68,16.97,52.14,8.23,2.63,30.58,23.56,1.91,6.91,1.46,123,Lightly Polluted,6.2,24.9,0.547,4.53,73.55,61.0
Gansu,Tianshui,2017-02-01,71.53,186.51,30.46,29.34,55.55,18.62,2.26,26.71,23.63,3.81,12.77,3.62,96,Good,10.1,36.9,0.571,4.25,73.71,61.0
Gansu,Tianshui,2017-03-01,81.6,99.88,13.48,27.91,41.54,21.38,1.79,28.01,37.96,1.33,8.23,0.5,108,Lightly Polluted,8.1,47.8,0.578,4.84,73.1,61.1
Gansu,Tianshui,2017-04-01,78.4,63.16,16.63,18.6,36.48,11.24,1.54,13.98,26.29,1.95,2.87,0.98,104,Lightly Polluted,10.1,48.7,0.616,4.3,74.85,60.7
Gansu,Tianshui,2017-05-01,57.13,97.83,12.37,23.71,29.99,10.91,1.68,12.71,36.86,2.3,8.87,2.08,78,Good,10.8,42.2,0.558,4.12,73.77,61.2
Gansu,Tianshui,2017-06-01,60.37,44.59,15.36,12.91,19.25,18.11,1.1,11.99,28.9,2.71,5.52,1.35,82,Good,6.7,45.9,0.582,4.15,73.88,61.1
Gansu,Tianshui,2017-07-01,50.9,56.39,11.1,22.35,7.4,4.04,0.23,5.23,35.37,1.44,4.45,0.96,70,Good,11.1,54.3,0.525,4.15,74.29,60.9
Gansu,Tianshui,2017-08-01,47.18,65.63,5.99,11.19,24.78,11.39,0.98,10.99,16.31,2.01,1.51,1.37,65,Good,7.8,50.8,0.59,4.06,74.15,60.9
Gansu,Tianshui,2017-09-01,40.43,45.0,6.79,27.8,9.23,15.03,0.78,18.35,27.54,2.01,6.75,1.36,57,Good,7.5,51.2,0.599,3.92,72.35,61.0
Gansu,Tianshui,2017-10-01,49.36,146.13,12.74,27.23,21.17,11.86,1.9,23.76,28.94,2.27,4.05,2.15,68,Good,8.2,46.3,0.612,4.62,71.79,60.6
Gansu,Tianshui,2017-11-01,65.16,125.29,25.14,29.81,48.39,26.29,2.08,11.41,52.29,3.29,11.05,1.46,88,Good,5.8,43.0,0.329,5.09,74.26,60.6
Gansu,Tianshui,2017-12-01,126.96,210.38,35.22,64.27,28.04,27.57,2.87,33.97,69.57,3.89,12.92,2.02,167,Moderately Polluted,4.5,24.9,0.635,4.39,75.53,60.9
Gansu,Tianshui,2018-01-01,82.41,172.68,40.22,42.2,42.8,28.33,1.17,37.67,54.36,5.84,5.58,1.8,109,Lightly Polluted,5.2,38.2,0.582,4.61,74.39,61.2
Gansu,Tianshui,2018-02-01,60.72,136.23,27.69,15.26,49.36,20.11,1.38,13.49,30.22,3.76,9.29,3.21,82,Good,9.7,36.4,0.482,4.51,74.67,61.2
Gansu,Tianshui,2018-03-01,80.03,85.7,12.39,31.73,12.75,23.02,1.93,29.51,37.95,3.34,4.86,1.32,106,Lightly Polluted,7.6,27.2,0.515,3.88,74.03,61.2
Gansu,Tianshui,2018-04-01,35.93,52.98,8.44,20.99,27.86,19.79,1.86,16.62,21.14,3.99,3.07,1.15,51,Good,7.9,54.9,0.512,4.84,74.45,61.4
Gansu,Tianshui,2018-05-01,58.7,132.51,9.38,34.49,18.47,6.39,1.46,12.27,14.88,2.51,9.15,2.19,80,Good,10.8,50.8,0.669,4.93,77.31,61.1
Gansu,Tianshui,2018-06-01,33.48,112.29,5.73,15.68,10.47,13.82,1.29,7.26,29.89,0.89,5.44,1.17,48,Excellent,9.3,46.0,0.418,4.82,76.85,60.8
Gansu,Tianshui,2018-07-01,21.52,67.88,5.92,22.6,9.81,7.13,0.57,3.2,30.75,2.18,3.38,1.37,31,Excellent,4.3,65.6,0.546,4.39,73.43,61.0
Gansu,Tianshui,2018-08-01,29.71,71.16,4.27,20.32,12.33,11.28,1.02,9.95,23.3,2.06,1.45,1.33,42,Excellent,8.6,70.7,0.56,5.52,74.91,61.3
Gansu,Tianshui,2018-09-01,61.3,77.79,7.12,13.35,23.39,17.88,0.71,13.29,27.71,2.27,7.95,0.34,83,Good,6.2,45.4,0.67,4.81,75.56,61.3
Gansu,Tianshui,2018-10-01,34.57,137.88,25.68,28.9,41.4,18.85,1.91,19.92,28.81,2.81,9.72,1.36,49,Excellent,6.7,33.2,0.602,3.73,76.73,61.4
Gansu,Tianshui,2018-11-01,46.44,155.85,20.96,40.98,36.69,9.12,1.11,30.34,60.19,1.77,2.65,1.53,64,Good,10.8,38.4,0.637,4.97,75.16,61.1
Gansu,Tianshui,2018-12-01,58.58,221.4,26.0,23.13,25.9,15.17,2.17,26.44,29.81,4.98,2.75,4.0,79,Good,5.4,28.8,0.465,4.55,75.47,61.3
Gansu,Tianshui,2019-01-01,121.36,121.47,13.24,50.98,31.18,17.73,1.1,37.34,66.02,4.38,10.5,1.89,159,Moderately Polluted,4.6,44.9,0.634,5.03,76.07,61.7
Gansu,Tianshui,2019-02-01,67.43,144.23,23.46,19.68,33.13,21.59,1.67,27.92,57.58,2.05,12.44,1.5,90,Good,9.3,21.5,0.406,4.11,75.66,61.3
Gansu,Tianshui,2019-03-01,85.73,156.8,22.97,33.49,15.41,19.54,2.25,9.82,38.35,2.55,3.33,2.18,113,Lightly Polluted,14.4,28.2,0.62,3.47,75.05,61.4
Gansu,Tianshui,2019-04-01,25.24,92.91,4.9,18.57,21.61,16.44,1.07,24.1,31.51,0.87,10.35,2.03,36,Excellent,9.7,52.8,0.386,4.78,76.1,61.3
Gansu,Tianshui,2019-05-01,51.34,95.52,5.87,18.07,21.18,17.88,1.24,17.96,19.41,0.52,7.05,1.39,70,Good,10.1,42.9,0.598,3.93,77.94,61.8
Gansu,Tianshui,2019-06-01,38.24,112.5,15.37,20.77,22.36,6.82,0.48,16.22,14.06,2.16,2.45,1.92,54,Good,9.5,55.4,0.588,4.61,77.05,61.3
Gansu,Tianshui,2019-07-01,33.02,55.85,13.77,17.69,4.5,12.26,0.42,10.65,17.38,2.03,1.72,1.15,47,Excellent,11.6,77.2,0.625,3.87,76.7,61.6
Gansu,Tianshui,2019-08-01,38.16,59.27,8.95,15.46,16.86,4.2,0.59,7.93,23.07,2.75,2.71,0.97,54,Good,9.9,65.4,0.486,3.99,74.33,61.4
Gansu,Tianshui,2019-09-01,43.82,99.48,10.22,20.04,18.39,13.84,1.05,13.49,32.4,0.9,3.99,1.98,61,Good,7.8,63.6,0.5,4.13,77.1,61.5
Gansu,Tianshui,2019-10-01,64.09,107.25,14.32,24.7,14.02,20.48,1.71,16.99,41.1,3.04,8.9,0.89,86,Good,9.1,55.3,0.479,4.63,75.96,61.2
Gansu,Tianshui,2019-11-01,108.53,149.69,9.38,23.55,44.81,20.7,1.86,8.9,36.01,2.22,7.24,2.57,142,Lightly Polluted,8.3,37.0,0.58,4.91,78.29,61.6
Gansu,Tianshui,2019-12-01,129.48,224.64,36.28,49.1,61.46,18.92,2.13,22.72,24.38,2.62,12.98,2.0,170,Moderately Polluted,6.7,21.2,0.614,3.38,76.71,61.5
Gansu,Tianshui,2020-01-01,65.94,156.46,11.17,39.54,21.49,19.63,0.49,26.11,43.29,4.27,8.53,1.75,89,Good,6.7,23.0,0.493,4.89,76.79,61.9
Gansu,Tianshui,2020-02-01,16.62,31.05,7.03,11.42,13.16,7.57,0.88,8.87,17.53,1.07,3.43,0.96,24,Excellent,9.4,38.8,0.608,4.28,76.07,61.8
Gansu,Tianshui,2020-03-01,24.99,47.38,7.69,16.79,8.01,2.5,0.96,4.73,5.41,1.17,2.84,0.96,36,Excellent,8.7,33.4,0.519,4.92,79.23,61.7
Gansu,Tianshui,2020-04-01,16.26,31.89,4.1,19.68,12.31,6.57,0.56,9.64,10.68,0.71,3.92,0.18,23,Excellent,8.2,30.5,0.484,4.63,75.5,61.5
Gansu,Tianshui,2020-05-01,26.64,97.44,2.5,7.03,5.63,10.28,0.72,7.47,8.53,1.12,4.48,0.19,38,Excellent,12.3,57.1,0.528,3.55,77.44,62.0
Gansu,Tianshui,2020-06-01,60.19,93.97,7.74,13.44,21.88,13.44,0.53,4.47,26.51,1.93,4.15,0.86,81,Good,8.4,46.4,0.693,4.73,77.79,62.1
Gansu,Tianshui,2020-07-01,13.86,46.3,7.39,16.59,17.35,13.08,0.67,8.04,19.77,1.45,4.16,0.43,20,Excellent,7.7,51.3,0.464,4.93,77.27,61.5
Gansu,Tianshui,2020-08-01,35.86,57.57,5.28,10.09,15.16,7.34,0.46,10.75,9.31,2.32,5.33,1.21,51,Good,3.7,63.5,0.559,3.99,77.66,61.6
Gansu,Tianshui,2020-09-01,52.97,46.97,11.35,17.72,16.9,8.0,1.42,8.58,10.46,1.13,6.33,0.95,72,Good,11.1,44.5,0.367,3.77,79.05,61.7
Gansu,Tianshui,2020-10-01,46.82,138.48,15.31,30.75,19.34,15.8,0.45,14.01,24.35,2.67,3.1,2.37,65,Good,6.8,50.8,0.604,4.28,79.31,61.5
Gansu,Tianshui,2020-11-01,57.07,203.39,8.9,20.94,17.29,24.31,1.16,24.37,40.34,2.07,9.73,1.56,77,Good,3.8,50.3,0.686,5.26,79.39,61.9
Gansu,Tianshui,2020-12-01,69.68,89.46,19.67,38.8,26.7,14.44,3.09,27.75,36.3,4.03,13.25,3.29,93,Good,3.9,33.9,0.434,4.87,77.3,61.6
Gansu,Tianshui,2021-01-01,74.54,115.59,11.3,23.94,61.76,32.74,2.44,30.63,35.77,2.34,12.25,1.47,99,Good,9.9,44.1,0.531,4.36,79.16,61.8
Gansu,Tianshui,2021-02-01,67.05,148.81,28.9,38.63,40.9,32.51,1.23,14.12,24.48,2.68,4.99,3.16,90,Good,8.2,31.8,0.561,4.11,78.1,62.2
Gansu,Tianshui,2021-03-01,35.11,159.29,25.34,20.11,38.83,11.74,1.92,32.62,22.15,0.86,3.88,1.56,50,Excellent,9.7,42.6,0.465,4.68,78.88,61.9
Gansu,Tianshui,2021-04-01,46.88,120.12,4.5,23.32,18.24,10.74,1.42,16.35,34.32,3.33,6.23,1.54,65,Good,8.9,48.0,0.617,4.55,77.43,62.1
Gansu,Tianshui,2021-05-01,49.38,104.42,11.81,14.24,17.58,6.89,0.62,9.64,19.83,1.85,3.84,1.03,68,Good,10.6,46.9,0.426,4.02,79.78,62.3
Gansu,Tianshui,2021-06-01,33.52,110.37,9.86,18.67,5.89,11.37,0.48,7.61,19.77,0.71,3.25,0.46,48,Excellent,4.9,60.6,0.51,5.26,81.8,62.2
Gansu,Tianshui,2021-07-01,10.69,71.4,14.89,11.62,5.64,3.74,0.84,15.92,25.01,2.01,6.2,1.59,15,Excellent,7.4,71.7,0.597,4.85,78.97,62.4
Gansu,Tianshui,2021-08-01,33.2,57.98,7.87,19.92,15.84,5.79,1.16,16.25,22.79,1.62,1.82,0.86,47,Excellent,7.5,69.6,0.414,5.1,77.17,62.1
Gansu,Tianshui,2021-09-01,30.92,113.69,6.13,21.86,12.48,9.91,1.15,9.45,28.72,2.73,2.94,1.33,44,Excellent,11.1,56.7,0.42,4.15,78.14,62.2
Gansu,Tianshui,2021-10-01,55.58,54.33,15.96,21.66,7.92,12.68,0.77,13.3,37.72,2.08,3.11,2.26,76,Good,7.3,45.7,0.544,4.74,79.49,62.4
Gansu,Tianshui,2021-11-01,69.95,114.15,29.89,45.27,53.11,22.21,1.37,27.71,37.82,2.98,7.96,3.07,94,Good,3.5,43.0,0.472,3.9,77.4,62.1
Gansu,Tianshui,2021-12-01,109.99,128.87,29.42,36.46,12.71,20.72,0.98,26.9,49.14,1.84,15.21,1.93,144,Lightly Polluted,6.9,39.7,0.478,4.06,79.46,62.0
Gansu,Tianshui,2022-01-01,77.49,163.41,22.31,39.1,38.85,25.36,1.26,28.4,26.93,2.0,6.4,1.98,103,Lightly Polluted,6.1,39.4,0.472,4.4,80.02,62.2
Gansu,Tianshui,2022-02-01,49.12,197.13,23.63,16.99,22.45,28.4,1.87,37.99,49.17,2.73,12.17,1.47,67,Good,11.1,27.0,0.556,4.28,80.89,62.4
Gansu,Tianshui,2022-03-01,52.2,168.65,14.43,32.94,23.66,18.8,1.33,19.72,46.42,1.76,2.47,2.24,71,Good,13.8,50.8,0.43,5.47,78.21,62.1
Gansu,Tianshui,2022-04-01,39.31,55.31,22.36,32.21,41.69,4.63,1.04,16.22,25.14,3.38,4.82,2.15,55,Good,8.6,39.5,0.49,4.68,80.66,62.5
Gansu,Tianshui,2022-05-01,49.67,73.9,16.93,28.97,31.99,7.64,1.83,13.71,31.5,1.47,1.67,1.86,68,Good,10.9,61.3,0.406,4.82,81.42,62.1
Gansu,Tianshui,2022-06-01,29.62,91.28,13.0,18.04,24.81,9.74,0.41,9.5,32.89,1.73,4.46,0.33,42,Excellent,9.9,50.5,0.554,4.36,80.63,62.2
Gansu,Tianshui,2022-07-01,40.27,55.02,9.4,8.88,24.05,6.91,0.9,17.78,17.02,2.31,2.99,0.29,56,Good,9.2,73.2,0.407,4.83,79.49,62.4
Gansu,Tianshui,2022-08-01,48.55,102.39,17.13,9.28,7.93,13.39,1.24,6.15,16.48,1.01,1.9,1.16,67,Good,10.2,77.6,0.461,5.0,79.01,62.4
Gansu,Tianshui,2022-09-01,29.21,56.09,13.81,7.97,28.15,7.49,0.65,11.67,30.97,1.17,4.43,0.37,42,Excellent,5.8,53.7,0.473,4.49,79.29,62.4
Gansu,Tianshui,2022-10-01,53.71,58.55,10.69,12.72,28.38,18.51,1.76,22.14,36.17,0.75,0.66,1.72,73,Good,8.4,33.1,0.557,5.2,80.8,62.0
