Division,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Dhaka,Gazipur,2018-03-01,402.39,784.91,64.24,126.46,124.49,26.64,8.95,65.53,86.52,13.73,13.21,3.14,422,Hazardous,5.1,59.5,0.134,5.09,64.74,2044.5
Dhaka,Gazipur,2018-04-01,273.47,478.61,43.8,57.6,125.44,56.3,4.4,91.93,100.91,7.78,16.38,4.34,319,Hazardous,11.9,57.3,0.168,5.45,66.41,2040.5
Dhaka,Gazipur,2018-05-01,113.21,362.1,39.42,99.23,66.6,45.36,4.5,22.94,85.26,9.24,25.18,2.88,181,Unhealthy,4.6,80.8,0.135,5.97,67.3,2049.1
Dhaka,Gazipur,2018-06-01,54.73,164.51,35.34,35.04,36.13,36.49,1.45,23.6,46.32,3.36,20.6,4.0,148,Unhealthy for Sensitive Groups,15.0,82.7,0.139,5.33,66.4,2039.7
Dhaka,Gazipur,2018-07-01,137.42,96.24,16.58,46.12,57.55,16.86,3.18,31.66,61.08,3.59,16.24,3.47,193,Unhealthy,14.4,97.6,0.24,6.82,63.84,2046.9
Dhaka,Gazipur,2018-08-01,126.85,187.33,38.79,38.65,44.26,13.82,2.57,20.72,51.94,6.4,14.55,3.69,188,Unhealthy,6.9,81.7,0.181,3.8,66.03,2037.2
Dhaka,Gazipur,2018-09-01,138.27,148.62,21.22,66.12,80.38,27.05,2.58,37.37,31.75,2.06,7.49,5.37,194,Unhealthy,4.8,93.9,0.159,7.21,66.24,2038.2
Dhaka,Gazipur,2018-10-01,123.76,335.78,52.02,86.84,81.91,17.92,4.59,48.23,65.59,4.32,18.42,7.58,186,Unhealthy,9.1,71.1,0.14,5.58,64.87,2047.4
Dhaka,Gazipur,2018-11-01,297.89,506.05,55.44,78.92,84.04,24.34,3.72,61.66,80.2,8.68,26.76,8.64,339,Hazardous,4.0,62.4,0.167,7.92,64.64,2044.1
Dhaka,Gazipur,2018-12-01,205.04,1000.0,89.36,126.76,200.0,42.44,15.0,90.34,96.58,8.11,23.58,11.81,255,Very Unhealthy,4.2,64.6,0.217,5.33,66.71,2052.6
Dhaka,Gazipur,2019-01-01,478.46,738.82,60.78,165.27,86.99,64.01,14.08,96.68,140.38,9.58,24.5,14.21,483,Hazardous,2.1,64.1,0.161,6.82,69.3,2082.3
Dhaka,Gazipur,2019-02-01,594.86,791.68,79.62,105.8,200.0,75.65,7.95,100.0,123.68,5.92,9.4,2.53,500,Hazardous,6.0,50.6,0.122,4.98,69.01,2063.1
Dhaka,Gazipur,2019-03-01,460.29,797.06,91.78,155.01,156.78,54.42,5.74,72.13,100.1,15.56,32.19,2.52,468,Hazardous,3.0,51.6,0.183,6.41,68.0,2069.1
Dhaka,Gazipur,2019-04-01,396.68,780.79,65.22,114.48,148.23,41.94,5.77,100.0,83.52,8.46,34.12,5.54,418,Hazardous,4.9,70.9,0.196,6.91,67.47,2060.0
Dhaka,Gazipur,2019-05-01,121.54,250.56,33.78,109.45,95.38,32.95,2.46,38.17,55.77,6.02,22.83,5.1,185,Unhealthy,9.8,73.2,0.166,8.54,69.02,2062.9
Dhaka,Gazipur,2019-06-01,131.79,180.84,41.47,55.67,44.74,19.1,4.38,24.79,51.86,6.5,18.55,3.41,190,Unhealthy,8.9,89.6,0.127,6.17,66.79,2072.2
Dhaka,Gazipur,2019-07-01,55.3,154.16,22.43,66.22,45.14,16.02,2.67,23.41,41.55,6.0,7.41,1.33,150,Unhealthy for Sensitive Groups,9.4,100.0,0.1,5.25,70.31,2067.8
Dhaka,Gazipur,2019-08-01,97.06,130.97,27.48,67.04,62.57,13.86,3.24,20.86,64.93,5.37,7.81,0.92,172,Unhealthy,14.4,85.6,0.128,5.94,68.6,2069.6
Dhaka,Gazipur,2019-09-01,143.4,154.36,46.6,41.78,47.1,20.03,3.72,23.89,77.51,3.14,6.23,4.37,196,Unhealthy,6.6,79.9,0.083,6.23,66.47,2066.7
Dhaka,Gazipur,2019-10-01,166.95,345.5,46.01,56.51,73.86,39.93,5.09,40.58,77.73,6.49,14.45,2.23,217,Very Unhealthy,7.2,87.9,0.152,5.94,71.3,2060.6
Dhaka,Gazipur,2019-11-01,293.97,689.25,83.08,75.02,93.98,64.68,8.04,91.15,141.78,5.39,13.06,7.09,336,Hazardous,5.8,75.5,0.179,5.55,70.19,2075.1
Dhaka,Gazipur,2019-12-01,510.08,1000.0,84.31,152.63,77.11,47.18,12.96,100.0,152.32,15.34,12.33,8.33,500,Hazardous,2.9,59.5,0.169,7.81,68.08,2071.3
Dhaka,Gazipur,2020-01-01,683.67,603.3,127.77,180.0,108.76,80.0,9.59,90.89,119.72,14.93,48.42,7.96,500,Hazardous,5.3,55.8,0.138,5.72,69.59,2095.3
Dhaka,Gazipur,2020-02-01,234.03,475.84,49.61,127.01,200.0,30.77,4.57,94.57,82.69,4.16,10.59,3.77,284,Very Unhealthy,2.3,63.2,0.166,5.07,72.74,2099.1
Dhaka,Gazipur,2020-03-01,374.24,629.72,81.22,125.4,113.17,33.94,9.95,63.44,139.42,4.36,12.08,5.85,400,Hazardous,8.1,60.5,0.135,6.89,71.65,2088.5
Dhaka,Gazipur,2020-04-01,232.88,411.39,21.76,66.39,69.99,31.76,2.1,21.56,54.71,2.87,13.87,1.44,283,Very Unhealthy,7.1,57.2,0.134,7.08,71.31,2091.0
Dhaka,Gazipur,2020-05-01,70.93,119.13,30.62,71.7,72.74,24.45,1.37,27.72,38.49,1.76,5.35,0.58,159,Unhealthy,11.9,72.8,0.109,5.15,72.18,2085.3
Dhaka,Gazipur,2020-06-01,93.41,108.81,39.93,44.41,63.32,11.0,3.31,16.57,62.69,5.19,6.74,4.16,171,Unhealthy,14.9,87.4,0.162,7.44,69.23,2101.3
Dhaka,Gazipur,2020-07-01,107.19,173.53,17.71,44.94,74.37,27.88,2.59,15.47,27.61,4.4,13.74,4.64,178,Unhealthy,11.0,87.5,0.124,5.81,71.01,2092.2
Dhaka,Gazipur,2020-08-01,116.65,143.26,43.82,36.18,37.13,16.93,2.93,32.26,46.59,3.61,6.11,2.45,183,Unhealthy,12.6,87.8,0.146,6.47,71.2,2100.2
Dhaka,Gazipur,2020-09-01,103.99,200.76,35.85,74.35,65.33,37.28,4.24,29.32,66.0,4.89,19.19,2.23,176,Unhealthy,13.2,91.7,0.165,6.11,71.32,2081.8
Dhaka,Gazipur,2020-10-01,137.48,335.95,55.73,65.25,67.33,30.64,1.58,47.9,114.13,8.57,28.76,4.75,193,Unhealthy,10.3,87.1,0.078,5.94,69.29,2087.5
Dhaka,Gazipur,2020-11-01,441.39,653.19,37.84,105.04,170.15,65.29,6.85,91.59,92.73,5.06,13.49,2.81,453,Hazardous,5.3,63.2,0.16,4.6,71.87,2087.8
Dhaka,Gazipur,2020-12-01,376.06,1000.0,102.84,180.0,106.83,48.1,12.17,100.0,118.29,19.63,33.29,7.21,401,Hazardous,5.1,59.1,0.232,6.04,72.67,2089.4
Dhaka,Gazipur,2021-01-01,533.73,1000.0,100.23,180.0,200.0,74.7,15.0,100.0,134.21,17.33,34.18,14.17,500,Hazardous,7.5,67.8,0.152,6.39,73.47,2114.3
Dhaka,Gazipur,2021-02-01,339.46,891.07,53.58,166.83,128.57,30.55,8.93,47.47,157.08,8.01,13.39,5.62,372,Hazardous,5.5,57.8,0.113,4.67,74.97,2114.5
Dhaka,Gazipur,2021-03-01,334.03,672.67,93.33,157.7,184.32,36.58,11.16,91.12,169.5,15.38,29.15,8.81,368,Hazardous,6.7,56.7,0.167,7.22,75.07,2107.4
Dhaka,Gazipur,2021-04-01,151.84,300.02,59.44,83.42,97.27,52.15,5.14,84.06,131.5,4.09,18.85,4.93,202,Very Unhealthy,11.4,70.3,0.169,6.76,75.47,2112.1
Dhaka,Gazipur,2021-05-01,209.69,354.84,50.15,101.75,66.7,47.08,2.86,18.35,63.89,10.5,29.16,4.15,260,Very Unhealthy,12.6,66.3,0.158,5.99,74.75,2113.4
Dhaka,Gazipur,2021-06-01,104.16,243.08,52.64,72.23,54.2,33.06,2.6,32.86,76.13,5.4,15.21,3.18,176,Unhealthy,8.5,82.9,0.106,4.73,74.67,2117.2
Dhaka,Gazipur,2021-07-01,133.18,126.65,41.13,30.62,66.1,20.03,3.48,31.05,33.55,3.09,15.94,5.02,191,Unhealthy,11.3,83.8,0.094,6.02,74.16,2117.3
Dhaka,Gazipur,2021-08-01,63.36,159.77,39.71,40.97,75.47,31.93,2.91,26.76,53.1,1.87,16.15,0.93,155,Unhealthy,7.1,94.3,0.14,6.19,74.16,2126.8
Dhaka,Gazipur,2021-09-01,85.31,133.85,49.17,48.07,45.8,31.44,3.0,32.04,46.26,6.39,16.94,2.28,166,Unhealthy,13.0,81.4,0.151,6.2,71.97,2122.1
Dhaka,Gazipur,2021-10-01,135.69,376.2,62.83,100.74,110.13,42.08,3.77,27.61,55.54,10.17,24.18,5.74,192,Unhealthy,5.4,70.4,0.13,5.26,74.72,2112.4
Dhaka,Gazipur,2021-11-01,334.03,602.91,112.58,78.63,85.96,53.95,6.98,100.0,128.52,7.68,30.29,6.3,368,Hazardous,1.3,77.9,0.156,5.03,73.01,2110.4
Dhaka,Gazipur,2021-12-01,468.55,968.16,131.27,120.03,143.9,51.25,12.34,100.0,130.68,7.82,39.08,3.55,475,Hazardous,4.4,66.5,0.151,5.19,75.07,2133.6
Dhaka,Gazipur,2022-01-01,572.83,782.82,93.81,91.83,200.0,59.87,15.0,100.0,161.86,8.56,24.68,12.18,500,Hazardous,5.0,58.5,0.123,5.76,77.97,2145.9
Dhaka,Gazipur,2022-02-01,566.93,765.63,79.06,180.0,192.39,65.34,6.88,70.92,177.27,16.96,26.9,2.91,500,Hazardous,5.8,68.4,0.168,6.26,77.02,2129.3
Dhaka,Gazipur,2022-03-01,407.5,621.68,59.43,160.22,82.94,65.76,6.71,65.12,126.48,10.43,9.96,1.87,426,Hazardous,6.2,52.7,0.157,6.57,78.18,2137.5
Dhaka,Gazipur,2022-04-01,287.0,539.28,62.52,123.5,167.71,64.65,12.27,100.0,135.11,10.87,18.53,4.08,330,Hazardous,6.1,52.9,0.144,5.72,76.18,2139.4
Dhaka,Gazipur,2022-05-01,171.97,192.02,29.86,63.69,133.18,25.67,5.48,33.97,87.98,9.23,23.67,1.81,222,Very Unhealthy,12.4,73.2,0.117,6.44,75.63,2134.7
Dhaka,Gazipur,2022-06-01,120.5,119.4,19.09,52.92,83.21,18.07,1.39,18.76,69.52,4.18,4.47,1.02,185,Unhealthy,15.3,89.8,0.204,6.16,75.49,2126.7
Dhaka,Gazipur,2022-07-01,140.43,157.95,43.85,36.39,40.75,34.86,2.53,20.48,65.96,1.46,7.4,1.68,195,Unhealthy,10.0,89.1,0.11,6.05,78.32,2131.9
Dhaka,Gazipur,2022-08-01,90.84,143.82,39.04,38.33,73.43,22.43,1.29,25.67,51.85,3.71,4.28,4.93,169,Unhealthy,8.2,90.8,0.167,5.9,76.54,2137.7
Dhaka,Gazipur,2022-09-01,143.12,170.11,50.29,63.52,84.47,26.44,2.63,33.32,61.05,3.28,14.51,4.36,196,Unhealthy,13.4,85.7,0.129,5.68,76.59,2134.3
Dhaka,Gazipur,2022-10-01,162.08,293.38,67.06,102.04,131.55,33.5,1.98,59.82,67.81,7.33,20.88,2.01,212,Very Unhealthy,4.0,75.4,0.171,7.47,81.13,2143.6
Dhaka,Gazipur,2022-11-01,246.03,478.56,107.21,136.82,92.55,27.92,13.55,49.22,99.45,10.52,20.24,2.74,296,Very Unhealthy,4.9,80.0,0.159,4.06,76.91,2140.1
Dhaka,Gazipur,2022-12-01,388.29,495.07,61.54,102.22,86.32,75.65,15.0,79.52,103.2,18.54,53.78,11.64,411,Hazardous,6.4,58.8,0.183,6.06,76.04,2146.0
Dhaka,Gazipur,2023-01-01,392.76,983.64,54.01,180.0,175.4,40.37,15.0,60.52,200.0,15.0,21.62,3.07,414,Hazardous,5.6,53.9,0.11,4.63,77.52,2162.8
Dhaka,Gazipur,2023-02-01,353.02,860.38,81.56,177.46,164.33,77.22,12.12,59.34,169.06,14.38,31.17,11.58,383,Hazardous,1.7,60.5,0.14,5.38,79.12,2150.8
Dhaka,Gazipur,2023-03-01,460.07,623.85,87.09,148.9,128.67,63.41,9.95,100.0,165.45,5.78,39.94,4.74,468,Hazardous,5.3,58.7,0.232,6.33,79.82,2159.3
Dhaka,Gazipur,2023-04-01,327.92,672.11,35.26,94.47,110.51,44.16,11.39,100.0,96.32,3.45,21.96,2.08,363,Hazardous,8.5,74.2,0.158,7.52,80.0,2160.0
Dhaka,Gazipur,2023-05-01,212.68,356.86,74.35,83.0,84.74,20.77,3.74,32.69,89.52,9.46,10.45,5.95,263,Very Unhealthy,6.9,71.8,0.093,6.42,81.07,2162.0
Dhaka,Gazipur,2023-06-01,109.25,173.73,35.23,46.79,63.6,13.97,3.3,27.03,67.37,3.8,10.73,2.01,179,Unhealthy,13.0,85.7,0.115,5.49,80.52,2159.5
Dhaka,Gazipur,2023-07-01,60.19,140.64,34.73,73.49,69.6,23.29,3.12,13.88,51.13,1.53,9.37,4.67,153,Unhealthy,17.7,90.7,0.067,6.11,79.59,2159.0
Dhaka,Gazipur,2023-08-01,93.2,249.52,45.25,71.11,66.65,21.82,1.24,30.5,28.85,4.12,10.71,3.27,170,Unhealthy,11.4,94.1,0.157,4.8,80.82,2159.8
Dhaka,Gazipur,2023-09-01,136.87,216.03,29.36,40.64,54.82,15.98,1.41,32.36,35.59,6.34,20.96,4.23,193,Unhealthy,10.3,79.9,0.15,6.88,80.01,2158.1
Dhaka,Gazipur,2023-10-01,99.95,345.97,60.79,56.03,78.02,57.11,3.36,50.12,85.62,11.66,9.43,5.91,174,Unhealthy,8.6,88.8,0.159,5.08,80.81,2164.7
Dhaka,Gazipur,2023-11-01,489.55,664.12,82.41,130.93,107.07,56.71,5.97,100.0,119.04,12.41,34.91,10.51,492,Hazardous,1.9,77.5,0.131,8.18,81.4,2159.7
Dhaka,Gazipur,2023-12-01,367.62,772.6,49.43,180.0,200.0,80.0,13.36,57.41,170.13,8.7,50.79,11.22,394,Hazardous,4.2,64.0,0.134,7.12,81.25,2155.8
Dhaka,Gazipur,2024-01-01,479.19,926.45,112.28,140.83,96.06,66.38,14.61,100.0,178.61,10.1,20.09,3.89,483,Hazardous,5.7,52.3,0.138,8.24,83.65,2198.9
Dhaka,Gazipur,2024-02-01,526.78,472.69,67.34,123.8,159.1,80.0,9.61,40.67,164.72,13.17,31.63,11.3,500,Hazardous,7.7,64.5,0.1,4.88,81.18,2173.1
Dhaka,Gazipur,2024-03-01,241.06,589.55,48.06,109.98,122.1,58.19,6.67,100.0,171.69,15.32,39.83,2.79,291,Very Unhealthy,4.7,45.1,0.146,7.04,83.21,2191.7
Dhaka,Gazipur,2024-04-01,212.41,580.56,60.8,65.39,99.69,38.46,9.1,72.22,83.57,10.12,19.34,9.08,262,Very Unhealthy,9.5,72.9,0.186,5.84,81.32,2179.0
Dhaka,Gazipur,2024-05-01,149.01,245.11,52.24,93.76,79.82,21.24,2.48,62.47,63.92,7.63,13.72,1.31,199,Unhealthy,4.7,84.4,0.169,5.95,83.17,2180.1
Dhaka,Gazipur,2024-06-01,174.15,184.42,40.49,40.98,99.74,23.3,3.41,29.65,66.21,6.13,7.22,0.87,224,Very Unhealthy,15.0,89.1,0.118,5.16,81.93,2182.7
Dhaka,Gazipur,2024-07-01,122.72,224.43,23.78,28.25,50.56,13.56,2.57,10.77,32.52,3.13,15.68,4.14,186,Unhealthy,9.6,85.3,0.122,7.43,83.62,2178.7
Dhaka,Gazipur,2024-08-01,102.94,123.16,43.0,41.59,59.62,30.63,3.36,25.14,37.8,4.01,16.28,2.7,175,Unhealthy,13.5,90.2,0.146,6.52,83.7,2203.6
Dhaka,Gazipur,2024-09-01,152.87,230.12,45.04,57.13,80.13,19.1,3.2,34.15,78.88,2.83,9.38,1.56,203,Very Unhealthy,12.7,93.5,0.13,4.23,81.42,2184.0
Dhaka,Gazipur,2024-10-01,202.13,223.39,61.7,82.4,129.87,37.82,1.99,24.96,75.04,6.19,22.11,1.72,252,Very Unhealthy,8.9,83.1,0.14,6.52,82.73,2186.7
Dhaka,Gazipur,2024-11-01,410.08,705.74,108.77,164.15,76.4,53.25,8.8,95.87,138.28,11.22,20.34,6.16,428,Hazardous,3.0,67.8,0.116,6.14,84.6,2186.5
Dhaka,Gazipur,2024-12-01,640.22,937.0,96.12,165.38,108.0,43.27,9.64,100.0,168.11,17.11,53.56,14.7,500,Hazardous,3.3,70.4,0.178,6.07,83.9,2179.5
Dhaka,Gazipur,2025-01-01,493.01,632.65,77.57,180.0,200.0,73.47,8.71,100.0,160.01,20.83,48.54,8.87,494,Hazardous,4.7,64.8,0.157,8.23,86.92,2198.6
Dhaka,Gazipur,2025-02-01,465.75,1000.0,120.43,91.87,151.81,55.05,8.87,54.23,101.65,17.96,39.02,4.25,473,Hazardous,8.4,66.8,0.157,6.78,85.69,2201.8
Dhaka,Gazipur,2025-03-01,446.92,594.24,61.69,113.57,76.23,40.68,15.0,100.0,112.13,6.58,21.78,3.64,458,Hazardous,6.7,61.3,0.106,4.98,85.77,2207.1
Dhaka,Gazipur,2025-04-01,364.7,425.67,34.51,106.17,124.95,53.2,8.28,72.97,122.35,5.12,22.46,4.62,392,Hazardous,6.6,72.7,0.206,8.12,84.25,2209.4
Dhaka,Gazipur,2025-05-01,126.29,179.13,73.5,53.02,47.86,47.96,5.0,18.68,87.55,3.87,24.68,6.09,188,Unhealthy,8.3,68.0,0.112,5.31,85.22,2208.3
Dhaka,Gazipur,2025-06-01,154.25,134.44,33.29,41.63,65.74,34.26,4.42,26.33,39.86,5.62,10.97,2.02,205,Very Unhealthy,13.9,86.5,0.123,6.44,86.81,2202.8
Dhaka,Gazipur,2025-07-01,143.17,205.48,44.38,73.21,74.11,17.47,2.19,24.5,60.94,4.8,7.99,4.66,196,Unhealthy,11.3,91.0,0.166,7.05,85.15,2205.7
Dhaka,Gazipur,2025-08-01,41.53,112.78,34.04,43.46,65.85,34.15,3.47,34.75,43.09,6.12,14.18,5.05,116,Unhealthy for Sensitive Groups,16.1,86.3,0.165,6.9,82.06,2210.1
Dhaka,Gazipur,2025-09-01,111.02,237.57,42.66,66.73,68.09,40.18,2.84,16.99,68.91,2.0,5.89,0.83,180,Unhealthy,4.5,95.8,0.201,6.26,84.09,2208.4
Dhaka,Gazipur,2025-10-01,115.6,151.11,39.11,111.46,106.8,35.22,3.5,53.44,93.61,3.18,11.92,5.84,182,Unhealthy,6.8,88.3,0.122,4.13,86.15,2213.2
Dhaka,Gazipur,2025-11-01,262.81,661.01,71.54,144.8,200.0,43.68,8.85,44.32,143.77,9.95,22.3,10.7,311,Hazardous,5.7,73.2,0.15,6.66,83.83,2207.5
Dhaka,Gazipur,2025-12-01,253.48,807.33,56.49,92.34,200.0,66.83,5.36,100.0,167.31,18.35,27.96,14.34,303,Hazardous,4.6,58.2,0.146,5.41,86.85,2205.7
Dhaka,Gopalganj,2014-01-01,505.49,537.07,64.31,132.42,139.5,72.13,10.69,75.28,113.0,9.35,36.19,3.34,500,Hazardous,3.2,76.7,0.147,6.55,56.15,1937.1
Dhaka,Gopalganj,2014-02-01,438.42,492.35,48.74,129.18,126.32,36.58,8.73,100.0,80.01,2.97,30.67,5.15,451,Hazardous,5.3,58.2,0.153,6.76,53.24,1952.4
Dhaka,Gopalganj,2014-03-01,263.25,745.72,60.88,105.67,114.89,49.71,9.85,100.0,111.16,4.97,11.64,3.95,311,Hazardous,8.1,55.2,0.151,6.55,54.71,1945.0
Dhaka,Gopalganj,2014-04-01,316.34,557.87,58.78,64.95,64.32,42.69,5.89,58.94,55.14,10.15,9.6,5.02,354,Hazardous,7.0,56.6,0.151,5.35,56.76,1955.9
Dhaka,Gopalganj,2014-05-01,167.84,230.54,32.78,84.9,92.65,21.77,3.52,30.59,54.19,7.21,6.44,2.09,218,Very Unhealthy,11.6,81.8,0.176,5.5,55.12,1942.2
Dhaka,Gopalganj,2014-06-01,75.78,205.2,21.48,52.82,52.09,19.86,2.55,32.16,59.82,4.26,13.66,2.4,161,Unhealthy,16.9,84.4,0.175,5.81,54.6,1943.9
Dhaka,Gopalganj,2014-07-01,103.4,123.09,29.71,27.59,50.77,14.61,2.21,16.18,53.21,4.72,5.2,3.07,176,Unhealthy,8.9,89.9,0.16,4.05,57.75,1942.0
Dhaka,Gopalganj,2014-08-01,48.26,175.58,16.61,51.56,32.33,9.41,2.65,23.71,55.83,4.68,5.87,1.37,132,Unhealthy for Sensitive Groups,14.7,87.5,0.142,9.18,54.38,1945.3
Dhaka,Gopalganj,2014-09-01,73.23,153.35,42.31,46.96,56.69,16.42,2.25,13.2,54.21,4.7,15.57,3.71,160,Unhealthy,5.3,83.1,0.213,5.42,53.24,1952.0
Dhaka,Gopalganj,2014-10-01,106.48,213.25,53.17,88.45,80.07,33.94,3.74,27.69,37.54,3.47,19.95,5.71,177,Unhealthy,4.8,90.8,0.124,6.96,54.59,1943.9
Dhaka,Gopalganj,2014-11-01,178.0,396.76,61.56,117.79,71.11,31.79,8.02,43.21,64.39,6.9,11.14,1.77,228,Very Unhealthy,8.0,73.3,0.167,4.73,54.91,1953.3
Dhaka,Gopalganj,2014-12-01,545.54,869.74,34.38,73.2,104.12,40.6,8.28,54.41,72.78,8.79,23.64,1.81,500,Hazardous,1.5,67.1,0.126,5.38,54.66,1945.1
Dhaka,Gopalganj,2015-01-01,488.46,859.96,90.02,132.2,99.17,65.02,3.5,42.91,123.84,6.54,42.02,6.27,491,Hazardous,3.5,57.7,0.186,5.86,57.38,1979.1
Dhaka,Gopalganj,2015-02-01,236.14,596.04,48.4,95.77,78.83,27.04,10.85,36.12,129.05,14.49,17.55,9.33,286,Very Unhealthy,2.3,63.2,0.171,5.55,56.35,1968.7
Dhaka,Gopalganj,2015-03-01,362.98,338.53,71.87,91.57,135.57,60.8,4.76,94.19,68.77,9.21,11.78,7.24,391,Hazardous,6.3,44.3,0.138,7.59,58.95,1983.7
Dhaka,Gopalganj,2015-04-01,147.62,251.91,39.98,78.76,72.01,33.18,2.97,31.6,70.83,8.81,22.05,3.44,199,Unhealthy,11.6,69.7,0.098,4.9,58.06,1970.8
Dhaka,Gopalganj,2015-05-01,109.81,187.46,43.41,43.06,41.35,24.77,4.68,25.7,49.24,1.83,10.26,1.77,179,Unhealthy,12.3,73.0,0.14,5.38,59.21,1975.9
Dhaka,Gopalganj,2015-06-01,58.32,92.42,32.54,46.0,40.62,10.04,2.48,28.05,45.96,4.21,7.38,0.83,152,Unhealthy,17.9,86.3,0.169,5.67,56.4,1969.4
Dhaka,Gopalganj,2015-07-01,60.25,120.43,16.45,53.72,64.2,21.5,2.05,9.76,56.06,1.93,10.59,3.52,153,Unhealthy,10.3,86.3,0.119,4.74,57.85,1972.2
Dhaka,Gopalganj,2015-08-01,107.51,126.86,13.76,29.56,42.04,16.32,2.57,23.18,37.09,3.12,3.24,4.06,178,Unhealthy,7.3,98.4,0.16,6.53,57.98,1976.1
Dhaka,Gopalganj,2015-09-01,135.74,197.24,23.35,31.3,49.08,28.82,2.42,26.21,51.95,3.07,7.38,2.9,192,Unhealthy,12.3,81.3,0.175,5.71,58.5,1987.0
Dhaka,Gopalganj,2015-10-01,75.44,145.08,54.65,64.47,72.26,23.59,2.48,38.7,92.84,5.59,19.89,4.41,161,Unhealthy,2.4,86.0,0.104,6.24,57.91,1973.7
Dhaka,Gopalganj,2015-11-01,301.47,339.81,51.19,64.55,87.6,49.86,6.63,80.31,122.03,4.84,33.59,2.68,342,Hazardous,7.3,77.4,0.182,5.84,58.64,1975.2
Dhaka,Gopalganj,2015-12-01,224.45,477.49,45.91,92.66,90.91,65.1,9.02,32.39,138.8,7.0,38.02,7.32,274,Very Unhealthy,4.2,59.1,0.139,7.32,56.54,1967.6
Dhaka,Gopalganj,2016-01-01,226.51,526.53,77.74,171.21,123.17,73.13,3.9,65.52,139.37,9.54,12.72,12.34,276,Very Unhealthy,4.5,63.9,0.212,4.69,59.45,1981.0
Dhaka,Gopalganj,2016-02-01,459.94,684.91,71.5,148.83,66.39,39.14,8.02,73.98,152.32,10.24,17.96,4.75,468,Hazardous,3.5,61.8,0.121,6.05,58.43,1996.6
Dhaka,Gopalganj,2016-03-01,216.77,763.6,54.09,136.44,99.64,61.32,7.76,54.22,57.16,2.73,20.5,8.55,267,Very Unhealthy,6.7,50.1,0.172,7.32,61.96,1993.4
Dhaka,Gopalganj,2016-04-01,137.88,392.03,47.63,71.38,127.36,47.86,8.48,91.09,48.73,7.13,7.08,5.38,194,Unhealthy,11.3,51.4,0.165,4.12,58.58,1998.7
Dhaka,Gopalganj,2016-05-01,77.88,160.52,29.81,54.21,64.52,30.07,2.77,36.83,70.66,3.42,9.87,2.65,163,Unhealthy,11.8,68.5,0.142,5.37,61.81,1998.2
Dhaka,Gopalganj,2016-06-01,119.46,183.58,22.1,30.43,30.99,30.08,1.36,16.39,32.06,3.51,10.22,1.52,184,Unhealthy,7.9,89.6,0.122,5.87,59.64,2001.5
Dhaka,Gopalganj,2016-07-01,72.78,202.92,31.35,48.8,40.12,15.04,2.82,19.38,36.15,2.82,6.8,3.61,160,Unhealthy,8.2,83.9,0.088,6.94,62.37,1986.8
Dhaka,Gopalganj,2016-08-01,40.25,107.21,21.28,26.62,39.72,18.55,1.23,16.27,49.72,3.72,3.04,1.38,113,Unhealthy for Sensitive Groups,15.0,89.3,0.136,5.68,57.82,1990.1
Dhaka,Gopalganj,2016-09-01,70.68,105.07,22.48,28.84,46.17,19.07,2.18,36.72,29.1,5.6,14.29,0.91,159,Unhealthy,7.0,81.6,0.194,5.18,60.65,2006.1
Dhaka,Gopalganj,2016-10-01,177.39,198.72,43.12,71.89,50.36,40.89,1.96,29.01,66.22,8.2,4.68,5.94,228,Very Unhealthy,5.2,82.4,0.141,5.79,60.35,2001.4
Dhaka,Gopalganj,2016-11-01,403.94,507.15,68.46,106.02,140.65,43.67,6.1,35.35,69.12,7.52,14.29,6.77,423,Hazardous,6.6,66.1,0.17,7.21,60.36,1996.1
Dhaka,Gopalganj,2016-12-01,455.3,390.11,74.21,134.23,135.85,39.83,13.65,81.8,74.12,15.55,25.59,3.52,464,Hazardous,3.2,67.1,0.132,5.58,62.02,2005.7
Dhaka,Gopalganj,2017-01-01,540.35,562.21,80.43,131.07,144.98,78.49,7.81,100.0,148.67,15.44,26.13,2.13,500,Hazardous,4.6,57.5,0.151,7.17,62.07,2017.9
Dhaka,Gopalganj,2017-02-01,182.78,587.19,34.68,153.03,134.34,48.8,7.76,100.0,86.3,9.57,12.06,8.8,233,Very Unhealthy,2.7,52.2,0.142,7.46,63.05,2029.7
Dhaka,Gopalganj,2017-03-01,291.58,746.42,39.33,127.64,155.01,46.39,5.35,65.9,58.81,7.26,26.06,8.88,334,Hazardous,8.2,46.5,0.166,7.04,62.61,2030.9
Dhaka,Gopalganj,2017-04-01,290.43,395.67,49.4,84.19,123.25,51.68,7.39,43.84,61.77,6.99,20.61,6.74,333,Hazardous,10.6,59.8,0.111,6.15,62.69,2021.4
Dhaka,Gopalganj,2017-05-01,80.21,152.57,47.91,82.98,90.2,26.68,4.03,35.48,43.51,3.23,19.95,4.92,164,Unhealthy,14.2,75.3,0.115,6.94,64.66,2030.3
